Nº_envolvido,condutor,cod_severidade,sexo,cinto_seguranca,Embreagues,Idade,categoria_habilitacao,especie_veiculo,pedestre,passageiro,turno
1,1,3,1,1,0,29,0,1,0,0,1
2,1,1,1,1,0,33,0,3,0,0,1
2,1,1,2,1,0,32,4,1,0,0,1
3,1,3,1,1,0,48,6,1,0,0,1
4,0,1,1,1,0,63,0,1,0,1,1
5,1,3,1,1,0,33,0,1,0,0,1
6,1,3,1,1,0,47,6,1,0,0,1
1,1,1,1,1,0,24,0,3,0,0,1
2,1,3,1,1,0,26,0,3,0,0,1
1,1,1,1,1,0,23,3,3,0,0,1
2,1,3,1,1,0,49,4,1,0,0,1
1,0,1,2,1,0,41,0,2,0,1,0
2,1,0,0,0,2,0,0,2,2,2,0
1,1,1,2,1,0,23,6,3,0,0,1
1,1,1,1,1,0,32,0,3,0,0,2
2,1,3,1,1,0,25,2,1,0,0,2
1,1,1,1,1,0,41,2,3,0,0,2
2,1,3,1,1,0,27,2,1,0,0,2
2,1,3,1,1,0,44,4,1,0,0,2
1,1,0,1,1,1,40,6,1,0,0,2
2,1,1,2,1,0,35,4,1,0,0,2
3,0,1,2,1,0,58,0,1,0,1,2
1,1,3,1,1,0,50,7,2,0,0,2
6,0,2,1,0,2,0,0,6,1,2,2
1,1,1,1,1,0,21,2,3,0,0,2
2,1,3,2,1,0,41,2,1,0,0,2
1,1,3,1,1,0,35,4,1,0,0,2
1,1,2,1,1,0,29,3,3,0,0,2
2,0,1,1,1,0,30,0,3,0,1,2
4,1,3,1,1,0,52,0,1,0,0,2
1,1,3,1,1,0,39,6,1,0,0,2
2,1,1,1,1,0,20,3,3,0,0,2
2,0,2,1,0,0,54,0,6,1,0,2
1,1,3,1,1,1,37,4,1,0,0,0
2,1,1,1,1,0,22,6,3,0,0,0
1,1,3,1,1,0,51,0,1,0,0,2
2,1,1,1,1,0,35,0,3,0,0,2
1,1,3,1,1,0,21,0,3,0,0,0
2,1,1,2,1,0,20,0,3,0,0,0
1,0,1,1,1,0,20,0,1,0,1,0
2,0,1,1,1,0,17,0,1,0,1,0
3,1,0,1,1,0,34,0,1,0,0,0
4,0,1,1,1,0,15,0,1,0,1,0
5,0,1,1,1,0,17,0,1,0,1,0
6,0,1,1,1,0,25,0,1,0,1,0
1,1,3,1,1,1,38,4,1,0,0,0
2,1,1,1,1,0,23,0,3,0,0,0
3,0,1,1,1,0,17,0,3,0,1,0
2,1,3,1,1,0,31,7,1,0,0,0
3,0,3,1,1,0,37,0,1,0,1,0
1,1,3,1,1,0,60,4,1,0,0,0
2,1,1,1,1,0,20,3,3,0,0,0
1,1,1,1,1,0,18,0,3,0,0,0
2,1,3,1,1,0,55,6,1,0,0,0
3,0,2,2,1,0,46,0,3,0,1,0
1,1,3,1,1,0,66,9,1,0,0,0
2,1,3,1,1,0,21,6,1,0,0,0
3,1,3,1,1,0,27,6,1,0,0,0
4,1,1,1,1,0,21,6,3,0,0,0
1,1,1,1,1,0,49,7,3,0,0,0
2,1,3,1,1,0,28,6,1,0,0,0
1,1,2,1,1,0,28,6,3,0,0,1
2,0,1,2,1,0,23,0,3,0,1,1
2,1,3,1,1,0,58,4,1,0,0,1
3,1,1,1,1,0,24,3,3,0,0,1
2,0,3,2,1,0,20,0,3,0,1,1
3,1,0,1,0,2,0,0,1,2,2,1
1,1,1,1,1,0,24,0,3,2,2,2
1,1,1,1,1,0,64,8,3,0,0,1
2,1,3,1,1,0,37,2,1,0,0,1
1,1,1,1,1,0,40,6,3,2,2,1
2,1,3,2,1,0,35,4,1,0,0,1
1,1,1,2,1,0,52,4,1,0,0,1
2,1,3,1,1,0,33,4,1,0,0,1
1,1,3,1,1,0,32,4,1,0,0,2
3,1,1,1,1,0,37,0,3,0,0,2
1,1,3,1,1,0,29,4,1,0,0,2
2,1,1,1,1,0,23,4,1,0,0,2
1,1,1,1,0,0,18,1,0,0,0,2
2,1,1,1,1,0,34,0,3,0,0,2
1,1,1,1,1,0,28,4,1,0,0,0
1,1,1,1,1,0,25,0,1,0,0,0
1,0,1,1,0,1,47,0,6,1,0,0
2,1,3,0,0,2,0,0,1,2,2,0
1,1,1,1,1,0,31,6,3,0,0,0
3,0,1,2,1,0,26,0,3,0,1,0
1,1,1,1,1,0,30,3,3,0,0,0
2,1,3,1,1,0,47,4,1,0,0,0
1,1,1,2,1,0,37,2,3,0,0,0
1,1,3,1,1,0,52,4,1,0,0,0
2,1,1,1,1,0,56,7,3,0,0,0
1,1,1,1,1,0,46,2,3,0,0,0
2,1,3,1,1,0,66,6,1,0,0,0
1,1,1,1,1,0,42,6,3,0,0,0
2,1,3,1,1,0,62,10,1,0,0,0
1,1,1,1,1,0,33,6,3,0,0,0
2,1,3,2,1,0,28,4,5,0,0,0
1,1,1,1,1,0,19,6,1,0,0,0
2,1,3,1,1,0,24,3,3,0,0,0
1,1,1,2,1,0,29,3,3,0,0,1
2,1,3,1,1,0,66,4,1,0,0,1
3,1,3,0,0,2,0,0,1,2,2,1
1,1,1,1,1,0,57,7,3,0,0,2
2,1,3,1,1,0,43,6,1,0,0,1
3,1,1,1,1,0,30,6,3,0,0,1
1,1,3,1,1,0,26,4,1,0,0,1
2,1,1,1,1,0,25,3,3,0,0,1
1,0,1,1,1,0,30,0,3,0,1,1
2,1,3,1,1,0,35,0,3,0,0,1
1,1,3,1,1,0,36,7,2,0,0,1
2,0,1,2,1,0,27,0,2,0,1,1
3,1,0,1,0,2,0,0,3,2,2,1
2,1,3,1,1,0,62,2,7,0,0,1
2,1,1,1,1,0,26,6,3,0,0,1
1,1,1,1,1,0,22,3,3,0,0,1
2,1,3,1,1,0,64,4,1,0,0,1
1,1,3,1,1,0,49,4,1,0,0,0
2,1,1,1,1,0,31,6,3,0,0,0
1,1,1,1,1,0,22,2,3,0,0,2
2,1,3,1,1,0,59,6,1,0,0,2
1,1,3,1,1,0,64,4,1,0,0,1
2,1,1,1,1,0,42,0,3,0,0,1
1,1,1,2,1,0,76,4,1,0,0,2
1,1,1,2,1,0,23,3,3,0,0,2
2,1,3,2,1,0,58,4,1,0,0,2
1,1,1,1,1,0,38,6,3,0,0,2
2,1,3,1,1,0,60,4,1,0,0,2
1,1,3,2,1,0,52,4,1,0,0,2
2,1,1,1,1,0,39,6,3,0,0,2
1,1,1,1,1,0,26,2,3,0,0,2
2,1,3,2,1,0,47,2,1,0,0,2
1,1,3,1,1,0,55,4,1,0,0,0
2,1,1,1,1,0,24,6,3,0,0,0
1,1,1,2,1,0,49,4,5,0,0,0
2,0,1,1,1,0,63,0,5,0,1,0
1,1,1,2,1,0,48,4,1,0,0,0
2,1,3,2,1,0,44,4,1,0,0,0
1,1,3,1,1,0,41,9,7,0,0,0
2,1,1,2,1,0,27,6,3,0,0,0
1,1,1,1,1,0,40,0,1,0,0,0
2,0,1,2,1,0,41,0,1,0,1,0
3,0,1,1,1,1,39,0,1,2,1,0
4,1,0,1,0,2,0,0,1,2,2,0
4,1,0,1,0,2,0,0,7,2,2,0
1,1,3,1,1,0,39,6,3,0,0,1
2,1,1,1,1,0,20,6,3,0,0,1
1,1,1,1,1,0,22,2,3,0,0,1
2,1,3,2,1,0,48,7,1,0,0,1
1,1,1,1,0,0,26,0,3,0,0,1
2,1,3,1,1,0,35,0,1,0,0,1
2,1,3,1,1,0,52,9,7,0,0,1
1,1,1,1,1,0,49,6,3,2,2,1
2,1,3,1,1,0,54,9,1,0,0,1
1,1,1,2,1,0,48,4,1,0,0,1
2,1,3,1,1,0,55,4,1,0,0,1
3,0,1,2,1,0,39,0,1,0,1,1
1,1,1,1,1,0,37,6,3,0,0,1
2,1,3,1,1,0,41,6,3,0,0,1
1,1,3,1,1,0,26,6,3,0,0,1
2,1,1,1,1,0,39,3,1,0,0,1
3,0,1,1,1,0,49,0,1,0,1,1
1,1,3,1,1,0,33,2,1,0,0,1
1,1,1,1,1,0,52,6,3,0,0,1
2,1,1,1,1,0,34,6,3,0,0,1
2,1,3,2,1,0,41,4,1,0,0,1
1,1,3,2,1,0,40,0,1,0,0,1
6,1,1,1,1,0,42,4,1,0,0,1
7,0,1,1,1,0,46,0,1,0,1,1
2,1,3,1,1,0,41,7,7,0,0,1
1,1,1,2,1,0,35,0,14,0,0,2
1,1,3,1,1,0,33,8,8,0,0,2
2,1,1,2,1,0,21,4,1,0,0,2
2,1,3,1,1,0,37,2,1,0,0,2
2,1,1,1,1,0,21,6,3,0,0,2
1,0,1,1,0,0,55,0,6,1,0,0
2,1,3,1,1,0,28,0,1,0,0,0
1,1,1,1,0,0,47,1,0,0,0,0
2,1,3,1,1,0,21,0,3,0,0,0
1,1,1,1,1,0,45,4,5,0,0,0
2,1,3,1,1,0,45,7,5,0,0,0
3,1,3,1,1,0,54,9,5,0,0,0
1,1,1,1,1,0,22,6,3,0,0,0
2,1,3,1,1,0,58,4,1,0,0,0
3,0,1,1,1,0,25,0,3,0,1,0
2,1,3,1,1,0,36,6,1,0,0,2
3,0,1,1,0,0,58,0,6,1,0,2
4,0,1,2,1,0,22,0,3,0,1,2
1,1,3,1,1,0,33,8,6,0,0,2
2,0,2,1,0,0,44,0,6,1,0,2
2,1,3,1,1,0,49,4,1,0,0,2
1,1,3,2,1,0,29,6,1,0,0,2
2,1,1,1,1,0,66,6,3,0,0,2
1,1,3,1,1,0,23,6,3,0,0,2
2,0,1,1,0,1,30,0,6,1,0,2
1,1,1,1,1,1,44,4,1,0,0,0
1,1,1,1,1,0,22,4,1,0,0,0
2,1,3,2,1,0,24,6,1,0,0,0
1,1,1,1,1,0,25,7,3,0,0,0
1,1,3,2,1,0,42,4,1,0,0,0
2,1,1,1,1,0,30,7,3,0,0,0
1,1,1,1,1,0,32,6,3,0,0,0
2,1,3,1,1,0,45,4,1,0,0,0
1,1,3,1,1,0,45,6,1,0,0,0
2,0,1,1,0,0,19,0,6,1,0,0
1,1,1,2,1,0,23,6,3,0,0,0
2,1,3,1,1,0,49,6,1,0,0,0
1,1,1,1,1,0,24,3,3,0,0,0
2,1,1,1,1,0,37,6,3,0,0,0
1,1,3,1,1,0,25,7,1,0,0,0
2,1,1,1,1,0,46,6,3,0,0,0
2,1,3,2,1,0,30,4,1,0,0,0
1,1,1,1,1,0,28,6,3,0,0,0
2,1,3,1,1,0,22,4,1,0,0,0
1,1,3,1,1,0,56,10,7,0,0,1
2,1,1,1,1,0,21,3,3,0,0,1
3,0,1,2,0,2,0,0,3,2,1,1
1,1,3,1,1,0,28,6,1,0,0,1
2,1,1,1,1,0,23,6,3,0,0,1
1,1,3,2,1,0,39,4,1,0,0,1
2,1,1,1,1,0,75,6,1,0,0,1
3,1,1,1,1,0,70,6,3,0,0,1
4,1,3,1,1,0,37,4,1,0,0,1
2,1,3,1,1,0,29,4,1,0,0,1
2,1,1,1,1,0,33,3,3,0,0,1
2,1,1,1,1,0,31,0,3,0,0,1
1,1,1,1,1,0,40,7,3,0,0,1
2,1,1,1,1,0,37,6,3,0,0,1
3,0,1,2,1,0,26,0,3,0,1,1
1,1,1,1,0,0,27,1,0,2,2,2
2,1,3,1,0,0,21,4,1,2,2,2
1,1,1,1,1,0,19,0,3,0,0,1
2,0,1,2,0,0,13,0,6,1,0,1
2,0,1,2,0,0,20,0,3,2,1,1
2,1,3,2,1,0,60,4,1,0,0,1
1,0,1,2,0,0,52,0,6,1,0,1
2,1,3,1,1,0,53,0,1,0,0,1
1,1,1,1,1,0,25,0,3,0,0,1
2,1,3,1,0,2,0,0,1,2,2,1
1,1,1,1,1,0,27,4,3,0,0,1
1,1,3,1,1,0,51,4,1,0,0,1
2,1,1,2,1,0,22,3,3,0,0,1
1,1,3,1,1,0,40,4,1,0,0,1
2,1,1,1,1,0,51,6,3,0,0,1
1,1,1,1,1,0,30,0,3,0,0,1
2,1,3,1,1,0,37,4,1,0,0,1
2,1,3,1,1,0,54,6,3,0,0,1
3,0,1,2,1,0,41,0,3,0,1,1
1,1,1,2,1,0,23,6,3,0,0,2
1,1,1,1,1,0,29,0,3,0,0,2
2,1,3,1,1,0,28,4,1,0,0,2
1,1,3,1,1,0,35,6,1,0,0,2
2,1,1,1,1,0,57,7,3,0,0,2
1,1,3,2,1,0,25,4,1,0,0,0
2,1,3,1,1,0,56,9,1,0,0,0
3,1,3,1,1,1,24,4,1,0,0,0
5,0,1,2,1,0,16,0,1,0,1,0
1,1,1,1,1,0,26,6,3,0,0,0
1,1,1,1,1,0,55,4,1,0,0,1
2,0,1,2,1,0,29,0,1,0,1,1
3,0,1,2,1,0,9,0,1,0,1,1
4,0,1,2,1,0,7,0,1,0,1,1
5,1,3,1,1,0,63,0,1,0,0,1
1,1,1,1,1,0,35,0,3,0,0,1
2,1,3,1,1,0,36,0,1,0,0,1
1,1,3,1,1,0,62,0,1,0,0,2
2,0,1,1,0,0,25,0,6,1,0,2
2,1,3,1,1,0,46,5,1,0,0,1
1,1,1,1,0,0,35,1,0,0,0,1
2,1,3,1,1,0,32,4,1,0,0,1
1,0,1,1,0,0,45,0,6,1,0,2
2,1,1,1,1,0,24,0,3,0,0,2
2,1,1,1,1,1,37,4,1,0,0,2
2,1,3,1,1,0,55,4,1,0,0,2
1,1,3,1,1,0,25,6,3,0,0,2
2,0,1,2,1,0,21,0,3,0,1,2
2,0,1,2,1,0,18,0,3,0,1,2
1,1,1,1,1,0,25,4,1,0,0,0
1,1,3,2,1,0,50,4,1,0,0,0
2,1,1,1,1,0,47,3,3,0,0,0
2,1,1,1,1,0,29,3,3,0,0,0
1,0,1,2,0,0,56,0,6,1,0,0
2,1,3,1,0,2,0,0,3,2,2,0
1,1,1,1,1,0,42,3,3,0,0,0
2,0,1,2,0,0,36,0,6,1,0,0
3,0,1,1,1,0,24,0,3,0,1,0
2,0,1,2,1,0,25,0,3,0,1,0
3,1,3,1,1,0,38,0,1,0,0,0
1,1,3,1,1,0,21,4,1,0,0,0
1,1,1,1,1,0,37,6,1,0,0,0
2,1,1,2,1,0,30,4,1,0,0,0
3,1,3,1,1,0,35,7,2,0,0,0
1,1,1,1,1,0,45,4,1,0,0,0
2,1,3,1,1,0,55,9,7,0,0,0
1,1,3,1,1,0,39,6,3,0,0,0
2,1,1,1,1,0,33,6,3,0,0,0
1,0,1,1,1,0,29,0,3,0,1,2
1,1,3,1,1,0,48,10,2,0,0,0
2,0,1,2,1,0,77,0,2,0,1,0
1,1,1,2,1,0,38,6,3,0,0,0
1,1,3,2,1,0,43,4,1,0,0,0
2,1,1,1,1,0,21,6,3,0,0,0
1,0,1,2,1,0,54,0,1,0,1,1
2,1,3,2,1,0,21,0,1,0,0,1
3,0,1,2,1,0,20,0,1,0,1,1
4,1,3,1,1,0,36,4,7,0,0,1
1,1,3,2,1,0,35,4,1,0,0,1
2,1,1,1,0,0,12,1,0,2,2,1
1,1,3,1,1,0,45,9,1,0,0,1
1,1,3,1,1,0,65,6,1,0,0,1
2,1,1,1,1,0,29,2,3,0,0,1
1,1,3,1,1,0,38,7,1,0,0,1
2,1,1,2,1,0,41,7,3,0,0,1
1,1,3,1,1,0,36,7,9,0,0,1
2,0,1,2,0,0,57,0,6,1,0,1
2,1,3,1,1,0,26,0,1,0,0,1
3,0,3,1,0,0,50,0,6,1,0,1
2,1,3,1,1,0,29,4,1,0,0,0
3,0,1,1,1,0,38,0,3,0,1,0
1,1,1,1,1,0,35,7,3,0,0,0
2,0,1,2,0,0,57,0,6,1,0,0
1,1,3,1,1,0,25,6,1,0,0,1
2,1,1,1,1,0,53,2,3,0,0,1
1,1,0,1,1,0,26,6,3,0,0,1
2,1,1,1,1,0,37,2,1,0,0,1
2,1,1,1,1,0,50,6,3,0,0,1
1,1,1,1,1,0,56,6,3,2,2,1
1,1,3,1,1,0,45,4,1,0,0,2
3,1,1,1,0,0,33,1,0,0,0,2
3,1,1,1,1,0,24,6,3,0,0,2
4,1,3,1,1,0,31,0,1,0,0,2
5,1,1,1,1,0,23,0,3,0,0,2
1,0,1,1,0,1,48,0,6,1,0,2
2,1,1,1,1,0,29,0,3,0,0,2
1,1,3,1,1,0,24,6,1,0,0,2
2,1,1,1,1,0,51,2,3,0,0,2
1,1,3,1,1,0,41,4,1,0,0,2
2,0,1,1,1,0,27,0,1,0,1,2
3,1,3,1,1,0,27,0,2,0,0,2
1,1,1,2,1,0,35,0,1,0,0,2
2,0,1,2,1,0,8,0,1,0,1,2
3,1,3,1,1,0,31,4,1,0,0,2
1,1,1,1,1,0,27,6,1,0,0,0
1,1,1,1,1,1,44,0,10,0,0,0
1,1,1,1,1,1,32,4,1,0,0,0
2,1,1,1,1,0,30,4,1,0,0,0
2,1,1,1,1,0,37,3,3,0,0,0
1,1,3,1,1,0,27,4,1,0,0,0
2,1,1,1,1,0,43,8,3,0,0,0
1,1,3,1,1,0,45,0,1,0,0,2
1,1,1,2,1,0,29,6,3,0,0,0
2,1,3,1,1,0,42,6,1,0,0,0
1,1,1,1,1,0,22,3,3,0,0,0
2,1,3,1,1,0,53,9,1,0,0,0
2,1,1,1,1,0,26,2,3,0,0,1
1,1,1,1,1,0,23,0,3,0,0,1
2,1,3,1,1,0,27,4,1,0,0,1
1,1,1,2,1,0,65,4,1,0,0,1
2,1,3,1,1,0,55,6,1,0,0,1
1,1,1,1,1,0,58,2,3,0,0,1
2,1,3,1,1,0,54,0,1,0,0,1
2,1,1,1,1,0,20,0,3,0,0,1
3,0,1,1,1,0,24,0,3,0,1,1
2,1,1,1,1,0,20,3,3,0,0,1
1,1,1,1,1,0,25,0,3,0,0,2
2,1,3,1,1,0,49,2,1,0,0,2
1,1,1,1,1,0,20,3,3,0,0,2
2,1,3,2,0,2,0,0,1,2,2,2
1,1,1,1,1,0,27,0,3,0,0,2
2,0,1,1,0,1,33,0,6,1,0,2
1,1,3,1,1,0,52,0,1,0,0,0
1,0,1,1,0,0,58,0,6,1,0,1
1,1,1,1,1,0,20,2,3,0,0,0
2,1,3,1,1,0,60,6,1,0,0,0
1,1,3,2,1,0,57,4,1,0,0,0
2,0,1,2,1,0,35,0,1,0,1,0
3,1,3,1,1,0,67,0,5,0,0,0
1,1,1,1,1,0,27,3,3,2,2,1
2,1,3,2,1,0,67,4,1,0,0,1
1,1,1,1,1,0,41,7,3,0,0,1
2,0,1,1,0,0,59,0,6,1,0,1
1,1,3,2,1,0,51,4,1,0,0,1
2,1,1,1,1,0,37,3,3,0,0,1
1,1,3,1,1,0,43,6,1,0,0,1
2,0,1,2,0,0,31,0,6,1,0,1
1,1,3,1,0,0,55,4,1,2,2,1
2,1,1,1,0,0,50,6,3,2,2,1
1,1,3,1,0,0,62,4,4,2,2,2
6,0,1,2,1,0,1,0,1,0,1,1
1,0,1,2,0,0,60,0,6,1,0,0
2,1,3,1,1,0,23,0,3,0,0,0
1,1,1,1,1,0,36,7,3,0,0,1
2,1,3,1,1,0,42,5,1,0,0,1
2,0,1,1,1,0,29,0,3,0,1,2
1,1,3,1,1,0,55,0,5,0,0,1
2,1,1,1,0,0,18,1,0,0,0,1
1,1,1,1,1,0,32,4,3,0,0,2
2,1,3,1,1,0,27,0,1,0,0,2
2,1,3,1,1,0,48,4,1,0,0,1
3,1,3,1,1,0,38,4,1,0,0,1
4,0,1,2,1,0,57,0,1,0,1,1
1,1,1,1,1,0,21,4,3,0,0,1
2,1,3,1,1,0,57,3,1,0,0,1
1,1,1,1,1,0,37,6,3,0,0,2
2,1,3,1,1,0,59,4,1,0,0,2
3,0,1,2,1,0,28,0,3,0,1,2
4,0,3,2,1,0,31,0,1,0,1,2
1,1,1,1,1,0,56,7,3,0,0,2
1,1,3,2,1,0,25,4,1,0,0,1
2,1,1,1,1,0,36,6,3,0,0,1
3,0,0,1,0,2,0,0,6,1,2,1
1,1,1,1,1,0,39,6,1,0,0,2
2,1,3,1,1,0,43,4,1,0,0,2
2,1,1,1,1,0,35,6,3,0,0,0
1,1,3,1,1,0,25,4,1,0,0,0
2,1,1,1,1,0,25,6,1,0,0,0
1,1,1,1,1,0,28,7,1,0,0,0
2,1,3,1,1,0,42,4,1,0,0,0
2,1,3,2,1,0,29,4,1,0,0,0
1,1,3,1,1,0,62,4,5,0,0,0
2,1,1,1,1,0,28,6,3,0,0,0
1,1,1,1,1,0,36,8,3,0,0,1
2,1,3,1,1,0,30,9,1,0,0,1
2,1,3,1,1,0,68,5,1,0,0,1
2,0,1,2,0,0,14,0,6,1,0,0
1,1,3,1,1,0,48,4,1,0,0,1
1,1,3,2,1,0,66,4,1,0,0,1
2,1,1,1,1,0,28,6,3,0,0,1
1,1,3,1,1,0,42,6,1,0,0,1
2,1,1,2,1,0,29,4,1,0,0,1
3,0,1,2,0,0,35,0,6,1,0,1
1,1,1,1,1,0,27,3,3,0,0,1
1,1,1,2,1,0,33,4,1,0,0,1
2,1,3,1,1,0,47,4,5,0,0,1
1,1,3,1,1,0,74,4,1,0,0,1
2,1,1,1,1,0,38,6,3,0,0,1
1,0,1,1,0,1,44,0,6,1,0,2
2,1,3,1,1,0,67,0,1,0,0,2
1,1,1,1,1,0,45,0,1,0,0,1
2,0,1,2,1,0,48,0,1,0,1,1
1,1,1,1,1,0,23,3,1,0,0,2
1,1,1,1,1,0,35,0,3,0,0,2
1,0,1,2,0,0,18,0,6,1,0,2
1,1,1,2,1,0,35,6,3,0,0,2
2,1,3,2,1,0,35,4,1,0,0,2
1,1,1,2,1,0,25,3,3,0,0,2
1,1,3,2,1,0,30,6,1,0,0,2
2,1,1,1,1,0,26,4,3,0,0,2
1,1,3,1,1,0,37,6,1,0,0,2
2,1,1,1,1,0,27,0,3,0,0,2
1,1,3,2,1,0,54,4,1,0,0,2
2,1,1,1,1,0,18,2,3,0,0,2
1,0,1,2,0,0,21,0,6,1,0,2
2,1,0,0,0,2,0,0,3,2,2,2
1,1,1,1,1,0,40,6,10,0,0,1
1,1,1,1,1,0,24,3,3,0,0,2
2,1,3,1,1,0,47,4,1,0,0,2
1,0,1,2,0,0,15,0,6,1,0,2
4,1,3,1,0,2,0,0,3,2,2,2
1,1,3,1,1,0,45,9,2,0,0,2
2,1,1,1,1,0,48,7,3,0,0,2
1,1,3,1,1,0,58,0,1,0,0,2
2,1,1,2,0,0,52,1,0,0,0,2
1,0,1,1,1,0,25,0,3,0,1,2
2,1,3,1,1,0,55,6,1,0,0,2
2,0,1,2,1,0,20,0,3,0,1,0
3,1,3,1,1,0,23,0,3,0,0,0
1,1,0,1,1,0,23,4,1,0,0,0
2,1,1,1,1,0,42,6,3,0,0,0
3,0,1,2,1,0,37,0,1,0,1,0
4,0,1,2,1,0,13,0,1,0,1,0
1,0,1,2,0,1,20,0,6,1,0,0
3,1,0,0,0,2,0,0,1,2,2,0
1,1,1,1,1,0,31,10,1,0,0,0
2,1,3,1,1,0,62,6,9,0,0,0
3,0,1,1,1,0,32,0,1,0,1,0
1,1,1,2,1,0,29,4,1,0,0,0
1,1,3,1,1,0,50,7,1,0,0,0
3,0,1,1,1,0,19,0,3,0,1,0
1,1,1,1,1,0,48,2,3,0,0,0
2,1,3,1,1,1,38,12,1,0,0,0
1,1,1,1,1,0,27,0,3,0,0,0
2,1,3,1,1,0,62,0,1,0,0,0
1,1,3,2,1,0,44,4,1,0,0,0
2,1,1,1,1,0,24,3,3,0,0,0
3,0,1,2,1,0,41,0,3,0,1,0
1,1,1,1,1,0,36,6,3,0,0,0
2,1,3,1,1,0,79,6,1,0,0,0
1,1,3,1,1,0,37,0,1,0,0,1
3,0,3,1,1,0,9,0,1,0,1,1
4,0,3,1,1,0,0,0,1,0,1,1
5,0,3,2,1,0,0,0,1,0,1,1
6,0,1,2,1,0,60,0,1,0,1,1
1,1,3,1,1,0,28,4,1,0,0,0
2,0,1,2,1,0,56,0,1,0,1,0
3,1,3,1,1,0,59,0,1,0,0,0
1,1,3,1,1,0,53,9,1,0,0,1
2,1,1,1,1,0,41,6,3,0,0,1
1,1,1,1,1,0,37,6,3,0,0,0
2,1,1,1,1,0,53,6,3,0,0,0
1,1,3,1,1,0,63,6,1,0,0,1
2,1,1,1,1,0,20,4,3,0,0,1
1,1,1,1,1,0,54,4,1,0,0,1
3,1,3,1,0,2,0,0,7,2,2,1
1,1,1,1,1,0,30,7,3,0,0,1
2,0,1,1,1,0,27,0,3,0,1,1
3,1,3,1,1,0,39,0,1,0,0,1
1,1,3,2,1,0,43,4,1,0,0,1
1,1,1,1,1,0,27,0,1,0,0,1
2,1,1,1,1,0,40,0,3,0,0,1
1,1,1,2,1,0,36,9,1,0,0,1
2,0,3,1,1,0,9,0,1,0,1,1
2,0,1,2,0,0,40,0,6,1,0,1
3,1,1,1,1,0,46,0,3,0,0,1
1,1,1,1,1,0,25,2,3,0,0,1
2,1,3,1,1,0,27,6,1,0,0,1
3,0,1,2,1,0,23,0,3,0,1,1
1,1,3,1,1,0,39,8,1,0,0,1
3,0,1,1,0,2,0,0,3,2,1,1
1,1,3,1,1,0,65,4,1,0,0,1
2,0,1,1,0,0,44,0,6,1,0,1
1,1,3,2,1,0,30,6,3,0,0,1
2,0,1,2,1,0,26,0,3,0,1,1
1,1,1,1,1,0,47,6,3,0,0,1
2,1,3,2,1,0,40,4,1,0,0,1
1,1,3,1,1,0,38,8,8,0,0,2
2,1,3,1,1,0,24,4,1,0,0,2
3,0,1,2,1,0,17,0,1,0,1,2
1,1,3,1,1,0,46,0,1,0,0,0
2,1,1,1,1,0,28,0,3,0,0,0
1,1,1,1,1,0,41,6,3,0,0,1
1,1,3,1,1,0,30,4,1,0,0,1
2,1,1,1,1,0,24,3,3,0,0,1
1,1,3,1,1,0,24,4,1,0,0,1
1,1,3,1,1,0,24,0,1,0,0,1
2,1,3,2,1,0,32,0,1,0,0,1
3,1,1,1,1,0,44,0,3,0,0,1
1,1,3,1,1,0,31,3,3,0,0,1
2,0,1,1,0,1,30,0,6,1,0,1
1,1,1,1,1,0,38,6,3,0,0,1
2,1,3,2,1,0,40,0,1,0,0,1
1,1,1,1,1,0,49,3,3,0,0,1
2,0,1,1,1,0,23,0,3,0,1,1
3,1,3,2,1,0,52,0,1,0,0,1
4,1,3,1,1,0,43,4,1,0,0,1
3,1,1,1,1,0,32,6,3,0,0,1
1,1,1,1,1,0,38,3,3,0,0,2
3,1,1,2,1,0,33,0,3,0,0,2
1,1,3,1,1,0,38,7,2,0,0,1
2,1,3,2,1,0,19,4,1,0,0,1
3,0,1,2,1,0,73,0,2,0,1,1
1,1,1,1,1,0,57,6,3,0,0,2
2,1,3,2,1,0,34,4,1,0,0,2
1,0,1,2,0,0,40,0,6,1,0,2
2,1,3,1,1,0,34,0,2,0,0,2
1,1,1,1,1,0,56,4,1,0,0,2
2,1,1,1,1,0,28,4,1,0,0,2
1,1,3,1,1,0,21,4,1,0,0,2
2,1,1,1,0,0,42,1,0,2,2,2
2,1,2,1,1,0,41,6,3,0,0,2
1,1,3,1,1,0,43,0,2,0,0,2
2,0,1,2,1,0,3,0,2,0,1,2
3,0,1,2,1,0,3,0,2,0,1,2
4,0,1,2,1,0,54,0,2,0,1,2
5,0,1,2,1,0,19,0,2,0,1,2
6,1,3,2,1,0,65,7,1,0,0,2
1,1,3,1,1,0,44,8,2,0,0,2
1,1,1,1,1,0,42,4,1,0,0,2
2,1,3,1,1,0,22,6,1,0,0,2
3,1,3,1,1,0,29,6,1,0,0,2
1,1,3,2,1,0,31,4,1,0,0,0
2,0,1,1,0,0,40,0,6,1,0,0
1,1,1,2,1,0,25,6,3,0,0,2
2,1,1,2,0,2,0,0,3,2,2,2
1,1,1,1,1,1,34,6,3,0,0,0
1,1,1,2,1,0,41,4,1,0,0,0
2,1,3,1,1,0,28,4,7,0,0,0
2,1,3,2,1,0,61,4,1,0,0,0
1,1,1,1,1,0,40,0,3,0,0,0
2,1,3,1,1,0,33,0,1,0,0,0
1,1,1,1,1,0,30,0,3,0,0,0
